Job Title,Company Name,Location,Description
"Évaluateurs de modèles d'IA - Français (Côte d'Ivoire, Cameroun) ",RWS Group,EMEA,"Lieu de travail : à distance, travail à domicileHoraire de travail : freelance, horaire flexibleRémunération : tarif compétitifExpérience : aucune expérience préalable requiseExigences linguistiques : maîtrise du français et de l'anglaisDate de début : immédiatementDurée du projet : intermittente Cela vous ressemble-t-il ?Êtes-vous une mère ou un père au foyer, un étudiant, un travailleur indépendant ou un professionnel à la recherche d'emplois indépendants, à temps partiel, à distance et à domicile où vous pouvez fixer vos propres horaires ? Vous souhaitez contribuer à améliorer la fiabilité des modèles d'IA d'aujourd'hui ? Si oui, alors cette opportunité est pour vous ! Ce que nous recherchonsRWS Group recherche des spécialistes des données pour aider à former une large gamme d'applications d'IA. Ces applications se composent de grands modèles linguistiques (LLM), d'assistants virtuels, de chatbots, de systèmes de sécurité/d'authentification, de moteurs de recherche et plus encore. Les tâches typiques du spécialiste des données comprennent : Type de tâche : QA d'IA linguistiquesDébut : Dès que possible jusqu'à la fin de l'année.Tâche : Évaluation de la qualité des questions et des réponses pour déterminer si elles répondent aux critères spécifiés. Des directives seront fournies.Test : Les candidats retenus doivent réussir un test dans le cadre de leur intégration. Langues :Français de la Côte d'Ivoire et du Cameroun. Avantages professionnelsTravail à domicile à temps partiel et quand vous le souhaitez avec un horaire de travail flexibleÉquilibre vie professionnelle et personnelleGagnez de l'argent supplémentairePaiements ponctuels effectués directement sur votre compte PayPal ou compte bancaireAccédez à plus d'opportunités lorsque vous rejoignez notre communauté TrainAI Équipement dont vous aurez besoinAccès Internet haut débit (fibre, modem câble, DSL, etc.)Un ordinateur avec la dernière version de Google ChromeSystème d'exploitation Windows ou Mac OS XService de messagerie : Outlook, Gmail ou autre Exigences du posteParler couramment l'anglais pour pouvoir suivre les instructions et les directivesMaîtrise de la langue françaiseSouci du détail avec la capacité de comprendre et de suivre les instructionsCapacité à respecter les délaisResponsable, fiable et communicatif Postulez maintenant pour commencerPour commencer, vous devrez rejoindre notre communauté TrainAI.Il vous sera demandé de :Choisir l'option particulier (si vous ne pouvez pas facturer) ou freelance (si vous pouvez émettre des factures).Remplir un formulaire d'inscription - sélectionnez votre langue : French (Sub-Saharan Africa) ou French (Cameroon) Remplir un test d'évaluation Vous commencerez ensuite à recevoir des notifications par e-mail de tâches spécifiques. Une formation peut être nécessaire pour effectuer les tâches. Postulez maintenant :https://locpartners.moravia.com/registrationtype/?cc=AI&brand=SmartSourceAICommunity Accédez à davantage d'opportunités via notre communauté TrainAI.En devenant spécialiste des données dans notre communauté TrainAI, vous aurez accès à des opportunités supplémentaires de freelance, à distance, à temps partiel ou de travail à domicile liées à la formation de modèles d'IA. About RWSRWS Holdings plc is a unique, world-leading provider of technology-enabled language, content and intellectual property services. Through content transformation and multilingual data analysis, our unique combination of technology and cultural expertise helps our clients to grow by ensuring they are understood anywhere, in any language.Our purpose is unlocking global understanding. By combining cultural understanding, client understanding and technical understanding, our services and technology assist our clients to acquire and retain customers, deliver engaging user experiences, maintain compliance and gain actionable insights into their data and content.We work with over 80% of the world’s top 100 brands, more than three-quarters of Fortune’s 20 ‘Most Admired Companies’ and almost all of the top pharmaceutical companies, investment banks, law firms and patent filers. Our client base spans Europe, Asia Pacific and North and South America. Our 65+ global locations across five continents service clients in the automotive, chemical, financial, legal, medical, pharmaceutical, technology and telecommunications sectors.Founded in 1958, RWS is headquartered in the UK and publicly listed on AIM, the London Stock Exchange regulated market (RWS.L).For further information, please visit: www.rws.com."
Data Analyst - 6 months internship,Volvo Trucks,"Casablanca, Casablanca-Settat, Morocco","Transport is at the core of modern society. Imagine using your expertise to shape sustainable transport and infrastructure solutions for the future? If you seek to make a difference on a global scale, working with next-gen technologies and the sharpest collaborative teams, then we could be a perfect match.  What You Will Do  At Volvo Maroc, you will contribute to the transformation of our company, the transport industry and society at large.  We are seeking a Data Analysis Intern to assist in our data analysis initiatives under the direct guidance of our Managing Director. This internship is designed as an end-of-studies project, lasting six months, where you will gain hands-on experience in a dynamic environment while contributing to meaningful projects.  Key Responsibilities  Collaborate with the managing Director to analyze and interpret data related to our operations.Utilize tools such as Excel and SQL to manage and manipulate large datasets.Assist in developing reports and dashboards to provide insights on key performance indicators.Conduct research to support data-driven decision-making.Present findings and recommendations to the team.  Qualifications  Currently pursuing a degree in Data Analysis, Business Analytics, Statistics, or a related field.Proficiency in Power BI, Excel and SQL; experience with other data analysis tools is a plus.Strong analytical and problem-solving skills.Excellent attention to detail and ability to work independently.Passionate about data analysis and eager to learn in a fast-paced environment.Strong communication skills to present findings clearly.  What We Offer  A paid internshipHands-on experience in data analysis within the trucking industry.Mentorship from the Managing Director and other experienced professionals.Opportunity to contribute to real projects that impact the business.A collaborative and supportive work environment.  Ready for the next move?   Are you excited to bring your skills and disruptive ideas to the table? We can’t wait to hear from you. Apply today!  Volvo Group is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees.  We value your data privacy and therefore do not accept applications via mail.  Who We Are And What We Believe In  Our focus on Inclusion, Diversity, and Equity allows each of us the opportunity to bring our full authentic self to work and thrive by providing a safe and supportive environment, free of harassment and discrimination. We are committed to removing the barriers to entry, which is why we ask that even if you feel you may not meet every qualification on the job description, please apply and let us decide.  Applying to this job offers you the opportunity to join Volvo Group. Every day, across the globe, our trucks, buses, engines, construction equipment, financial services, and solutions make modern life possible. We are almost 100,000 people empowered to shape the future landscape of efficient, safe and sustainable transport solutions. Fulfilling our mission creates countless career opportunities for talents with sharp minds and passion across the group’s leading brands and entities.  At Volvo Trucks you will be part of leading the way towards a sustainable transport industry. For nearly a century we have been innovating for people – to make life easier, better and safer. Driving progress is our promise to customers, to the industry and to society. At Volvo Trucks we share a curiosity to learn, we work with passion and we embrace change to stay ahead. Join us, together we move the world we want to live in."
North African Arabic Audio Data Contributor,TransPerfect,Morocco,"Project Location: RemoteTask duration: approximately 90 minsEngagement Model: One-time task, task-based DataForce by TransPerfect is looking for parents/guardians with children between the ages of 7 to 17 to participate in our Zaatar Speech Collection project for native North African Arabic adults and children. Task Description: The purpose of this project is to improve the functionality of North African Arabic voice recognition technologies used in educational platforms. For this project, we are looking for North African Arabic families with children between 7 to 17 years of age. Each child will need to record a series of sentences in North African Arabic, using our mobile application, DataForce Contribute. The parents/legal guardians will be provided with the project guidelines, the scripts that need to be read, and instructions on how to download and use our app. Eligibility: To participate your children should meet the following qualifying criteria:- Be 7 to 17 years old.- Native North African Arabic Speaker- The parent/legal guardian of the child(ren) needs to register the child(ren), sign the Parental Consent Form, and have a smartphone device to download our app and use it for recording. Note that we are running this project for all North African Arabic accents, kindly check our website for the rest of the accents needed. You can also write to DataForce.Sourcing@transperfect.com if you want to get the registration link(s) for other Arabic accents. Compensation - Children aged 7 to 12 yearsThere will be 3 sessions to be recorded, each session will take up to 30 minutes and it will be compensated with $15 USD.- Children aged 13 to 17 yearsThere will be 3 sessions to be recorded, each session will take up to 30 minutes and it will be compensated with $15 USD.- Adults :  $27 USD. If you have any questions or concerns, please don't hesitate to reach out to us at: DataForce.Sourcing@transperfect.com  DataForce by TransPerfect is part of the TransPerfect family of companies, the world’s largest provider of language and technology solutions for global business, with offices in more than 100 cities worldwide.We offer high-quality data for Human-Machine Interaction to some of the most prestigious technology companies in the world. Our division focuses on gathering, enriching, and processing data for Machine Learning in different AI domains.To learn more about DataForce please visit us at https://www.transperfect.com/dataforce"
Quantitative Risk Analyst / Data Analyst,CIH BANK,"Casablanca, Casablanca-Settat, Morocco","Contexte du recrutement et définition de poste  Rattaché au Responsable DATA et Modélisation, vous aurez pour missions:  Fournir une vision transverse de la donnée risques et faciliter son usage auprès des différents métiers/banques.  Industrialisation du suivi des risques et production de reportings et d'analyses multi-dimensionnels pour une meilleur appréciation du risques  S'assurer de l'amélioration continue des modèles de risques et leur back-testing (veille méthodologie et technologique)  Concevoir, mettre en place, et maintenir les modèles et systèmes de notation interne et de scoring.  Veiller à l'application des modèles et des systèmes de notation dans les dispositifs d’octroi de crédit, de tarification, de délégation des pouvoirs de décision.  Suivre le déploiement des outils de scoring auprès des entités concernées.  Assurer une assistance à maitrise d'ouvrage pour la collecte des données nécessaires à l'alimentation des modèles de NI.  Profil recherché  De formation Ingénieur en statistiques modélisation ou informatique.  Une première expérience dans un poste similaire est requise!"
Data Analyst Expérimenté F/H,Deloitte,"Mechouar, Casablanca-Settat, Morocco","« Tous nos postes sont ouverts au télétravail »  Rejoindre Deloitte, c'est dire oui à une expérience qui a du sens, celle où les rencontres et les missions vous poussent à grandir chaque jour. C’est évoluer dans un environnement de travail basé sur la confiance, la transmission et l’intelligence collective pour construire l’avenir de nos clients. Un avenir que nous voulons plus responsable, plus durable et respectueux de l’environnement en prenant des initiatives concrètes à notre échelle.  Nous rejoindre, c’est aussi dire oui à une entreprise attachée au bien-être, et à l’inclusion sans distinction de nos collaborateurs.  Et vous, prêts à dire #ISayYes à votre futur chez Deloitte ?  Deloitte Extended Services, basé à Casablanca est une filiale à 100% de Deloitte France et constitue un centre de responsabilité à part entière.  En support de différentes member firmes, Deloitte Extended Services mobilise ses talents au service de clients de toutes tailles et de tous secteurs, couvrant une large palette d'offres : Audit et Risk Advisory, Consulting, juridique & fiscal et fonctions supports. Notre Delivery Center se positionne également comme un centre d'expertises en matière de nouvelles technologies au Maroc ainsi qu'au sein du Groupe Deloitte. Nos consultants et nos experts travaillent sur des projets de grande envergure, avec une diversité de missions et de secteurs à l’échelle internationale.  Quel sera votre rôle dans la #TeamDeloitte ?  Vous intégrez nos équipes Data en tant que Data Analyst Expérimenté pour intervenir sur des missions variées visant à accompagner nos clients dans les projets de transformation data et dans leurs enjeux de gestion des risques. Vos missions sont :   Audit et Control Analytics :Vous mettez en œuvre des techniques avancées d'analyse de données en remplacement des diligences traditionnelles d'audit. Data Preparation :Vous traitez et transformez des données avec Python (Numpy, Pandas). Data Analytics : Vous analysez les données pour identifier des anomalies et justifier les écarts. Data Visualisation :Vous mettez en œuvre des tableaux de bord et des outils d'analyse exploratoire sur les données risques de nos clients. Data Modeling et Data Architecture :Vous accompagnez à la définition et à la mise en œuvre de hub data, de la gouvernance d’utilisation et la modélisation des données. Data Science :Vous réalisez des prédictions et modélisations sur des sujets réglementaires ou métiers financiers (ex : quantification, risques de crédit...), mais également sur des missions opérationnelles (ex : prévision des ventes, prévision des risques projets...).   Vous grandissez au sein d’une équipe où se mêlent pluridisciplinarité, expertise pointue, esprit d'entreprendre et forte cohésion. Tout au long de votre expérience vous développez et renforcez un set de compétences grâce aux programmes de formations proposés. Vous pourrez contribuer à la vie du Cabinet (recrutement des équipes, animation de formation, développement commercial, manager RH…).  Et si c’était vous ?  Vous êtes titulaire d’un diplôme d'ingénieur ou cycle universitaire bac +5 avec une spécialisation en informatique ou en Business Intelligence/Big Data et vous bénéficiez d’une expérience de 1 à 3 ans au sein d'un cabinet de conseil ou d'une grande société dans la Data ou une ESN où vous avez géré des projets d'envergure en Business Intelligence et Data Analytics dans les domaines de la gestion, l'analyse et l'interprétation des données, Vous avez travaillé sur des projets dans les environnements technologiques suivants :Data Preparation : Python (Pandas, NumPy), ETL (Talend, Informatica, SSIS...).Data Visualisation : PowerBI, Tableau, Qlik...Data Query: SQL (MySQL, PostgreSql, SQL Server)Big Data : Cloudera, Spark, Hive, Pyspark, ImpalaData Science : Dataiku, Knime, IBM SPSSVous faites avez une aisance relationnelle et le sens du collectif,Vous faites preuve d’intelligence émotionnelle et d’empathie,Vous maîtrisez le français et l’anglais à l’oral et à l’écrit et vous disposez d'un excellent relationnel."
Business Research - Research Analyst - Casablanca - Italian speaker,Infomineo,"arrondissement d'Anfa, Casablanca-Settat, Morocco","About Us  IInfomineo is a fast-growing business insights provider, bringing Brainshoring to global clients across a range of services: Business research, Content Services, Graphic Design, and Data Analytics. Our clients include leading Consultancies, Fortune 500 companies, Governments, and NGOs. Infomineo counts 350+ employees spread across 5 offices covering EMEA and the Americas (Casablanca, Cairo, Dubai, Barcelona and Mexico City).  About This Role  Are you intellectually curious? Do you have a knack for solving puzzles? Do you want to make an impact? If yes, then this role is right for you. As an Analyst at Infomineo, you'll be responsible for supporting clients with their research needs across different regions and industries.  What You Will Do  Analyze research requests and define the best approach to successfully complete themGather data, verify it for accuracy, and package it in a structured and easily digestible mannerAssess existing research sources and data collection strategies, while coming up with suggestions when possibleCollaborate with clients and managers on the status of your workUse your creativity and expertise to support Infomineo's internal development projects   Who You Are  You have the ability to analyze a problem, ask relevant questions, and think outside-of-the-boxYou have past experience in or a love for research, consulting or data analysisPreferably, you are someone with 1-2 years of work experienceYou hold a Bachelors or Masters degree in Business, Economics, or similar fieldYou are at ease when working with figures and concepts that include modeling or correlation analysisYou are a creative self-starter that appreciates working in an entrepreneurial environmentYou enjoy collaborating with people and working in teamsYou are fully proficient in English and Italian   What We Offer  A competitive salaryA great working environment & fast-track career trajectoryA healthy work-life balanceHealth insurance BenefitsSnacks (of course)  Don't hesitate. Apply by clicking on the button. Kindly include a cover letter with your application. We want to learn more about you!  What is it like to work at Infomineo?  If you've spoken with someone who works at Infomineo, you've probably heard that our people are our most valuable asset. Our diversity, both in terms of professional experience and culture, is the company's greatest strength.  By being a part of Infomineo, you'll have the opportunity to work alongside a friendly, smart, and international team of researchers that value intellectual vitality and creativity. You will learn the best practices, tools to use when conducting primary and secondary research. You will grow your career, expertise across different regions and industries. As a member of the team, you'll be encouraged to contribute by applying your ideas while playing an instrumental role in the company's development and growth. Within this role, you'll support leading international institutions & companies with the data and information required to fuel key business decisions."
Linguistic AI prompt QA - Hebrew,RWS Group,EMEA,"About the jobWork Location: remote, work from homeWork Schedule: freelance, flexible scheduleCompensation: competitive rateExperience: no prior experience requiredLanguage Requirements: fluent in EnglishStart Date: immediatelyProject Duration: intermittent Does this sound like you?Are you a stay-at-home mom or dad, student, gig worker, or professional looking for freelance, part-time, remote, work-from-home jobs where you can set your own schedule? Are you interested in helping to improve the reliability of today’s AI models? If yes, then this opportunity is for you! What we’re looking forRWS Group is looking for Data Specialists to help train a broad range of AI applications. These applications consist of large language models (LLMs), virtual assistants, chatbots, security / authentication systems, search engines and more. Typical tasks for the Data Specialist include: Evaluation of AI prompts:Type of task: Linguistic AI prompt QAStart: ASAP until the end of year.Task: Evaluation of the quality of prompts and responses to determine whether they meet the criteria specified. Guidelines will be provided.Successful candidates must pass a test as part of their onboarding. Languages:Hebrew Work benefitsWork from home part time and when you want with a flexible work scheduleWork-life balance - maintain your lifestyle while you workEarn extra money on the sideTimely payments made directly to your PayPal or bank accountAccess more opportunities when you join our TrainAI Community Equipment you’ll needHigh-speed internet access (cable modem, DSL, etc.)A personal computer running the latest version of Google ChromeWindows or Mac OS X operating systemEmail service: Outlook, Gmail, or any other Job requirementsFluent in English to be able to follow instructions and guidelinesNative-level fluency of target languageDetail-oriented with the ability to understand and follow instructionsAbility to meet deadlinesResponsible, reliable and communicative Apply now to get startedTo get started, you will need to join our TrainAI Community. You’ll be asked to:Choose the option private individual (if you cannot invoice) or freelancer (if you can issue invoices).Complete a sign-up form based on your previous selectionComplete an assessment test (optional) You will then start receiving email notifications of specific tasks. Training may be required to complete tasks. Apply Now: https://locpartners.moravia.com/registrationtype/?cc=AI&brand=SmartSourceAICommunity Access more opportunities through our TrainAI Community.By becoming a Data Specialist in our TrainAI Community, you'll gain access to additional freelance, remote, part-time, or work-from-home opportunities related to training AI models. About RWSRWS Holdings plc is a unique, world-leading provider of technology-enabled language, content and intellectual property services. Through content transformation and multilingual data analysis, our unique combination of technology and cultural expertise helps our clients to grow by ensuring they are understood anywhere, in any language.Our purpose is unlocking global understanding. By combining cultural understanding, client understanding and technical understanding, our services and technology assist our clients to acquire and retain customers, deliver engaging user experiences, maintain compliance and gain actionable insights into their data and content.We work with over 80% of the world’s top 100 brands, more than three-quarters of Fortune’s 20 ‘Most Admired Companies’ and almost all of the top pharmaceutical companies, investment banks, law firms and patent filers. Our client base spans Europe, Asia Pacific and North and South America. Our 65+ global locations across five continents service clients in the automotive, chemical, financial, legal, medical, pharmaceutical, technology and telecommunications sectors.Founded in 1958, RWS is headquartered in the UK and publicly listed on AIM, the London Stock Exchange regulated market (RWS.L).For further information, please visit: www.rws.com."
SENIOR DATA SCIENTIST,Attijariwafa bank,"Mechouar, Casablanca-Settat, Morocco","Attijariwafa bank est le premier groupe bancaire et financier du Maghreb et un acteur financier de référence en Afrique. En plus de l’activité bancaire, le Groupe opère, à travers des filiales spécialisées, dans tous les métiers financiers : assurance, crédit immobilier, crédit à la consommation, leasing, gestion d’actifs, intermédiation boursière, conseil, location longue durée, factoring… Attijariwafa bank est basée au Maroc et opère dans 25 pays. Avec 20 602 collaborateurs, le groupe Attijariwafa bank compte 10,2 millions de clients. Il dispose du réseau de distribution le plus large au Maroc et le plus dense en Afrique avec 5 265 agences."
AI Trainer - Quantitative Data Scientist,micro1,EMEA,"Job Title: AI Trainer - Quantitative Data Scientist Job Type: Full-time Location: Remote Job Summary:We are seeking an AI Trainer to join our dynamic team. The ideal candidate will be responsible for training machine learning models and fine-tuning them to meet specific project requirements. This role involves data preparation, annotation, and iterative feedback to improve AI system performance. If you have a strong analytical mindset and are excited about shaping the future of AI, we want to hear from you! Key Responsibilities:Analyze and model large datasets to derive predictive insights for diverse business needs.Curate, preprocess, and annotate datasets for AI and machine learning models.Train and fine-tune machine learning models using state-of-the-art tools and techniques.Provide iterative feedback on model outputs to enhance accuracy and performance.Collaborate with cross-functional teams, including data scientists and engineers, to define and achieve training objectives.Monitor AI model performance and implement improvements based on user or system feedback.Ensure data security and ethical compliance in all training processes.  Required Skills and Qualifications:Proven experience with statistical modeling and calculus.Strong analytical skills with a detail-oriented approach.Excellent written and verbal communication skills, showing great care in conveying information clearly.Experience with data preparation, transformation, and annotation for AI workflows.Ability to work autonomously in a remote setting with a proactive approach to achieving goals.Familiarity with machine learning tools and platforms.Commitment to maintaining high ethical standards in AI development.  Preferred Qualifications:Experience working in an agile development environment.Advanced degree in a related field is a plus."
Data Analyst H/F - Casablanca,Eskimoz,Casablanca Metropolitan Area,"Eskimoz est une agence d’acquisition digitale (SEO, Paid, Content, Data) qui propose un accompagnement sur mesure à ses clients pour répondre au mieux à leurs enjeux et contraintes. Depuis 2015, l’agence s’est imposée sur le marché français puis européen en devenant progressivement un acteur incontournable du SEO. Eskimoz a évolué et adresse dorénavant tous les leviers d’acquisition en ligne (SEA, Social ads, Content,...). L'agence se démarque par sa capacité à innover dans la data et à lancer des plateformes web répondant aux besoins du marché du marketing digital. Il y règne un vrai esprit entrepreunarial qui fait son ADN. Eskimoz se développe également sur le secteur de la formation avec son ""Academy"" qui propose différents formats d'enseignement (e-learning, bootcamp ...) pour former les consultants de demain. Déjà présente à Paris, Lyon, Bordeaux, Madrid, Milan, Londres, Düsseldorf et Casablanca, la team Eskimoz compte aujourd’hui 200 collaborateurs, et ambitionne de poursuivre sa conquête de l’Europe en 2024 ! Missions Nous recherchons un.e Web Analyst technique pour développer, maintenir et améliorer notre stratégie de prestation de services en tracking et Dataviz. Cela couvrira tous les aspects du parcours client, et pourra t’amener à travailler sur des plateformes publicitaires, des solutions CRM et des outils analytics et de tracking. Ton rôle sera de travailler en étroite collaboration avec le Head of Data, le pôle tracking, les Team Leads et les partenaires externes. (clients et prestataires) Nous fournissons des informations data-driven pour aider nos clients à développer des stratégies claires et efficaces pour atteindre leurs objectifs. Nous offrons des solutions sur mesure à nos clients et pouvons facilement faire évoluer notre stratégie si nécessaire. Nous apprécions le travail que nous faisons et les relations que nous y construisons. Tu travailleras également avec l’équipe Lead data et les autres membres de l’équipe pour développer, tester et déployer des solutions de collecte de données efficaces et fiables au quotidien, tes missions seront les suivantes : Utilisation des outils d’analytics et de tracking, travailler sur le suivi de bout en bout des plateformes et des campagnes (payantes, organiques), et configurer des solutions de trackingÊtre garant du support en interne auprès des consultants sur le maintien des rapports et tableaux de bords partagés aux clientsMettre en avant les données collectées dans des outils de datavision (Looker Studio)Être garant de la définition et l’évolution de plans de marquages pour différents clients à travers l’EuropeCollaborer avec l’équipe data pour définir et être garant des bonnes pratiques en matières d’analytics et de data architectureT’assurer que les données collectées sont exactes et validesUtiliser les outils de Google Cloud Platform (GCP) tels que Artifact Registry, Cloud Run et Cloud Scheduler pour déployer et automatiser les flux de travail de collecte de données. Profil recherché1 à 2 ans d’expérience dans des fonctions similairesExcellent niveau sur Google Tag Manager, Looker Studio, GA4…La connaissance en tracking de conversions publicitaires (par exemple, Google, Facebook, LinkedIn) est un plusTrès bonne compréhension des langages Web, Javascript, SQL et Python, et des outils de développement comme PyCharm ou Visual studio code. La connaissance d’autres langage (C++ etc …) est un plus.Expérience avec l’utilisation des services de Google Cloud est un plusLa connaissance d’outils CRM est un plusCapacité à travailler de manière autonome et à s’adapter à un environnement en évolution rapide.Curieux, assidu et rigoureuxAnglais professionnel (à l’oral et à l’écrit) Notre offre Localisation: Casablanca, Maroc (Quartier Racine)Type de contrat: CDIRémunération : Selon profilAvantages : Mutuelle santé privée.Date de démarrage : 01/25 Pourquoi nous rejoindre ?Tu rejoindras une boîte jeune, dynamique où règnent l’entraide, la bienveillance et l’autonomieTu travailleras auprès de consultants experts dans leur domaineTu avanceras dans une agence en très forte croissance avec de belles perspectives d’évolution en interneTu rejoindras un groupe international avec l’opportunité d’aller travailler à l’étranger, dans nos différents bureaux (Londres, Milan, Madrid, Paris, Dusseldorf)"
IT & Data Analyst INTERN,Smollan,Casablanca Metropolitan Area,"At Smollan, we’re on an evolutionary journey where we’re shifting our story. We’re looking for truly unique people who believe in fostering a diverse and inclusive environment. Where our people are cared for, happy and inspired in building an extraordinary place to work.  We’re on the looking for qualified graduates with completed degree to join our subsidiary in Morocco as an IT & Data Analyst Intern.  What are we looking for?  To qualify for this role, you should:  Be able to work full timeStrong communication skills in English and French verbal & written)Flexibility and going the extra mile to achieve desired resultsExcellent skills using MS Suite (especially excel and PowerBI)0 – 3 months experience internshipsCompleted university qualification (Degree and above)Effective analysis and report writing skills actioning and administrative structures - UI experienceKnowledge of key programming language e.g. Python, VBA etc.Analysis & Problem SolvingPlanning & organisingAbility to follow instructions & proceduresAbility to cope with pressurePresentation SkillsAbility to carry out research  What’s in it for you:  Full time paid internship with a global organisationTo gain exposure and experience in all areas within our business through the participation in this internship programme.Access to large data base and adding valuable impact  #HZ"
Manager Data Business Analyst,Y STRATEGIE,"Casablanca, Casablanca-Settat, Morocco","With the digital age come new roles and responsibilities. For business analysts, the hard skills are there it’s a question of changing the working perspective from “inside-out” to “outside-in.” This means a shift in thinking that puts the customer at the center of design and product development.  What you'll do :  Analyze digital data and user behavior across channels for actionable insightsCollaborate with cross-functional teams, aligning data analysis with omnichannel strategyUtilize data for informed recommendations, enhancing user experience and driving business goalsMonitor KPIs for omnichannel successImplement strategies for unified and optimized data, ensuring a seamless customer experience  Who you are :  You have a University's Degree in relevant subject (Finance and/or controlling and/or accounting….)7+ years of proven experience in data analysis, with a controlling or finance backgroundVery good written and verbal communication skills in French and EnglishAbility to work in a team and communicate effectively with internal and external stakeholders.Provides crucial data-driven insights for digital decision-makingOptimize online platforms based on user behavior and market trends enhances"
Data Science & AI Internship,Refonte Learning AI,EMEA,"Refonte is a global IT leading Corporation, Providing innovative Ed-tech and IT services. Specializing in Artificial Intelligence (AI), digital marketing, data science, UI-UX design, web development, and app development, empowering talents worldwide."" Job Title: AI, Data Science, DevOps, and Cloud Intern Learn More: https://refontelearning.com/ Location:Remote: EMEA Benefits:This comprehensive internship program offers an exciting opportunity to build your professional network and gain practical experience in Data Science, DevOps, AI and Cloud technologies, working on impactful projects, contributing to the development of innovative solutions and collaborating with industry experts across EMEA region. If you are passionate about technology and keen to learn, we encourage you to apply and join our team. Learn More: https://refontelearning.com/ Job Summary:Refonte Learning, a pioneering EdTech company, seeks highly motivated Data Science and AI Interns to join our EMEA region team. As a Data Science and AI Intern, you will drive business growth, optimize processes, and analyze complex data to inform strategic decisions. This internship offers unparalleled opportunities to develop valuable skills, collaborate with innovative professionals, and shape the future of education. Job description:We are Eager to offer an internship opportunity to motivated candidate about the convergence of AI, Data Science, DevOps, and Cloud technologies. As an AI, Data Science, DevOps, and Cloud Intern, you will have the unique opportunity to gain hands-on experience in these dynamic and interconnected fields, working on innovative projects and collaborating with experienced professionals. Responsibilities:Collaborate with data scientists to develop and implement AI models for predictive analytics and decision-making using Python, R, and TensorFlow.Assist in infrastructure provisioning, configuration, and monitoring using cloud services such as AWS, Azure, or Google Cloud.Work closely with cross-functional teams to integrate data-driven insights into business decisions.Assist in managing multiple projects simultaneously, prioritizing tasks, and meeting deadlines.Stay updated on industry trends, best practices, and emerging technologies.Ensure data accuracy, completeness, and consistency.Collaborate on documentation efforts to ensure knowledge sharing and best practices across the team.Research and experiment with emerging technologies and tools in AI, Data Science, DevOps, and Cloud domains.Participate in designing and optimizing CI/CD pipelines for continuous integration, testing, and deployment of AI applications on cloud platforms.  Projects You Will Work On:- Multi Cloud AI Infrastructure Configuration, Automation and Deployment- Full Stack AI DevOps & Development- Generative AI model, Large Language Models and Foundations models to transform input to output.NB: Input can be text, images, audios or videos; Output can also be text, images, audios or videos- Finance Fraud Detection: Develop advanced fraud detection algorithms leveraging financial data analysis.- Recommender System: Contribute to personalized recommendation systems, enhancing user experiences across platforms.- Sentiment Analysis: Explore sentiment analysis to extract insights from textual data, shaping user sentiment understanding.- Chatbots: Engage in intelligent chatbot development, revolutionizing customer interactions and support.- Image/Audio Video Classification: Push boundaries with multimedia technology by working on image and audio video classification projects.- Text Analysis: Uncover hidden patterns in textual data through sophisticated text analysis techniques. Developable Valuable Skills:Artificial IntelligenceGenerative AIPrompt EngineeringPython Data ScienceStatistical ModellingApplication to Industry ProjectsDeep Learning Methods & TechniquesModel Optimization & Problem-Solving TechniquesEDA and Data VisualizationMachine Learning and Predictive Modelling Learn More: https://refontelearning.com/ Note:This position is part of our unpaid AI & Data Science Study and Internship Program. Upon application, our team will contact you to proceed with the application details and joining process. Thank you for considering Refonte Infini Private Limited for your professional development in the field of data science. We look forward to welcoming you to our dynamic team."
