Job Title,Company Name,Location,Description
Linguistic AI prompt QA - Arabic (Sudan),RWS Group,EMEA,"About the jobWork Location: remote, work from homeWork Schedule: freelance, flexible scheduleCompensation: competitive rateExperience: no prior experience requiredLanguage Requirements: fluent in EnglishStart Date: immediatelyProject Duration: intermittentLocation restrictions: Sudan Does this sound like you?Are you a stay-at-home mom or dad, student, gig worker, or professional looking for freelance, part-time, remote, work-from-home jobs where you can set your own schedule? Are you interested in helping to improve the reliability of today’s AI models? If yes, then this opportunity is for you! What we’re looking forRWS Group is looking for Data Specialists to help train a broad range of AI applications. These applications consist of large language models (LLMs), virtual assistants, chatbots, security / authentication systems, search engines and more. Typical tasks for the Data Specialist include: Evaluation of AI prompts:Type of task: Linguistic AI prompt QAStart: ASAP until the end of year.Task: Evaluation of the quality of prompts and responses to determine whether they meet the criteria specified. Guidelines will be provided.Successful candidates must pass a test as part of their onboarding. Languages:Arabic Sudanese Work benefitsWork from home part time and when you want with a flexible work scheduleWork-life balance - maintain your lifestyle while you workEarn extra money on the sideTimely payments made directly to your PayPal or bank accountAccess more opportunities when you join our TrainAI Community Equipment you’ll needHigh-speed internet access (cable modem, DSL, etc.)A personal computer running the latest version of Google ChromeWindows or Mac OS X operating systemEmail service: Outlook, Gmail, or any other Job requirementsFluent in English to be able to follow instructions and guidelinesNative-level fluency of target languageDetail-oriented with the ability to understand and follow instructionsAbility to meet deadlinesResponsible, reliable and communicative Apply now to get startedTo get started, you will need to join our TrainAI Community. You’ll be asked to:Choose the option private individual (if you cannot invoice) or freelancer (if you can issue invoices).Complete a sign-up form based on your previous selectionComplete an assessment test (optional) You will then start receiving email notifications of specific tasks. Training may be required to complete tasks. Apply Now: https://locpartners.moravia.com/registrationtype/?cc=AI&brand=SmartSourceAICommunity Access more opportunities through our TrainAI Community.By becoming a Data Specialist in our TrainAI Community, you'll gain access to additional freelance, remote, part-time, or work-from-home opportunities related to training AI models. About RWSRWS Holdings plc is a unique, world-leading provider of technology-enabled language, content and intellectual property services. Through content transformation and multilingual data analysis, our unique combination of technology and cultural expertise helps our clients to grow by ensuring they are understood anywhere, in any language.Our purpose is unlocking global understanding. By combining cultural understanding, client understanding and technical understanding, our services and technology assist our clients to acquire and retain customers, deliver engaging user experiences, maintain compliance and gain actionable insights into their data and content.We work with over 80% of the world’s top 100 brands, more than three-quarters of Fortune’s 20 ‘Most Admired Companies’ and almost all of the top pharmaceutical companies, investment banks, law firms and patent filers. Our client base spans Europe, Asia Pacific and North and South America. Our 65+ global locations across five continents service clients in the automotive, chemical, financial, legal, medical, pharmaceutical, technology and telecommunications sectors.Founded in 1958, RWS is headquartered in the UK and publicly listed on AIM, the London Stock Exchange regulated market (RWS.L).For further information, please visit: www.rws.com."
"Linguistic AI prompt QA - Arabic (Maghrebi, Peninsular, Levantine, Sudanese, Arabic Modern Standard) ",RWS Group,EMEA,"About the jobWork Location: remote, work from homeWork Schedule: freelance, flexible scheduleCompensation: competitive rateExperience: no prior experience requiredLanguage Requirements: fluent in EnglishStart Date: immediatelyProject Duration: intermittentLocation restriction: Sudan, Afghanistan, Syria, Does this sound like you?Are you a stay-at-home mom or dad, student, gig worker, or professional looking for freelance, part-time, remote, work-from-home jobs where you can set your own schedule? Are you interested in helping to improve the reliability of today’s AI models? If yes, then this opportunity is for you! What we’re looking forRWS Group is looking for Data Specialists to help train a broad range of AI applications. These applications consist of large language models (LLMs), virtual assistants, chatbots, security / authentication systems, search engines and more. Typical tasks for the Data Specialist include: Evaluation of AI prompts:Type of task: Linguistic AI prompt QAStart: ASAP until the end of year.Task: Evaluation of the quality of prompts and responses to determine whether they meet the criteria specified. Guidelines will be provided.Successful candidates must pass a test as part of their onboarding.Location: worldwide, but Sudan. Languages:Maghrebi Arabic (Morocco, Algeria, Tunisia, Libya)Peninsular + Iraqi Arabic (Iraq, Saudi Arabia, Yemen)Levantine Arabic (Syria, Lebanon, Jordan, Palestine)Sudanese Arabic (Sudan)Arabic Modern Standard Work benefitsWork from home part time and when you want with a flexible work scheduleWork-life balance - maintain your lifestyle while you workEarn extra money on the sideTimely payments made directly to your PayPal or bank accountAccess more opportunities when you join our TrainAI Community Equipment you’ll needHigh-speed internet access (cable modem, DSL, etc.)A personal computer running the latest version of Google ChromeWindows or Mac OS X operating systemEmail service: Outlook, Gmail, or any other Job requirementsFluent in English to be able to follow instructions and guidelinesNative-level fluency of target languageDetail-oriented with the ability to understand and follow instructionsAbility to meet deadlinesResponsible, reliable and communicative Apply now to get startedTo get started, you will need to join our TrainAI Community. You’ll be asked to:Choose the option private individual (if you cannot invoice) or freelancer (if you can issue invoices).Complete a sign-up form based on your previous selectionComplete an assessment test (optional) You will then start receiving email notifications of specific tasks. Training may be required to complete tasks. Apply Now: https://locpartners.moravia.com/registrationtype/?cc=AI&brand=SmartSourceAICommunity Access more opportunities through our TrainAI Community.By becoming a Data Specialist in our TrainAI Community, you'll gain access to additional freelance, remote, part-time, or work-from-home opportunities related to training AI models. About RWSRWS Holdings plc is a unique, world-leading provider of technology-enabled language, content and intellectual property services. Through content transformation and multilingual data analysis, our unique combination of technology and cultural expertise helps our clients to grow by ensuring they are understood anywhere, in any language.Our purpose is unlocking global understanding. By combining cultural understanding, client understanding and technical understanding, our services and technology assist our clients to acquire and retain customers, deliver engaging user experiences, maintain compliance and gain actionable insights into their data and content.We work with over 80% of the world’s top 100 brands, more than three-quarters of Fortune’s 20 ‘Most Admired Companies’ and almost all of the top pharmaceutical companies, investment banks, law firms and patent filers. Our client base spans Europe, Asia Pacific and North and South America. Our 65+ global locations across five continents service clients in the automotive, chemical, financial, legal, medical, pharmaceutical, technology and telecommunications sectors.Founded in 1958, RWS is headquartered in the UK and publicly listed on AIM, the London Stock Exchange regulated market (RWS.L).For further information, please visit: www.rws.com."
Data Modeler,Allianz Services,"Casablanca, Casablanca-Settat, Morocco","| IT & Tech Engineering | Professional | | Allianz Services | Full-Time | Permanent  We are seeking an experienced Data Modeler with expertise in Data Vault Modeling to design, implement, and optimize data models for Allianz Operating Entities. You will play a critical part in desining and optimizing data models. You will be responsible for delivering high-quality data solutions, developing robust data architectures,and ensuring that the data standars aligh with organisational requirements. We want people who are excited to solve the hard problems, eager to work with a larger team of data scientists & engineers and ready to make business impact in areas related to Pricing, Claims, Sales, Marketing, Operations or any other ongoing research into the organisation  What You Do   Providing guidance and examples for Operating Entities on how to deliver data via a new data standard to a data vault model  Interact with Allianz Operating Entities  In depth understanding of primary insurance exposure coverages  Develop data model mapping and create data model conversions (e.g. CSV flat files to data vault ingestion structures)  Participate in the harmonization of Data Quality Frameworks  Provide analyses of delivered data in order to align definitions and reference values  Data quality checks   What You Bring   Strong Experience in Data Vault Modelling (Knowledge in SqlDBM, Azure, Synapse appreciated)  Insurance knowledge (esp. primary insurance coverages focus Natural Catastrophe & Cyber)  Programming experience (esp. SQL)  Several years of work experience in insurance data model design and data interfaces, data quality or similar  Analytical Mindset ,Excellent communication in English.  Familiarity with additional data modeling or analytics tools is a plus.   Allianz Group is one of the most trusted insurance and asset management companies in the world. Caring for our employees, their ambitions, dreams and challenges, is what makes us a unique employer. Together we can build an environment where everyone feels empowered and has the confidence to explore, to grow and to shape a better future for our customers and the world around us.  We at Allianz believe in a diverse and inclusive workforce and are proud to be an equal opportunity employer. We encourage you to bring your whole self to work, no matter where you are from, what you look like, who you love or what you believe in.  We therefore welcome applications regardless of ethnicity or cultural background, age, gender, nationality, religion, disability or sexual orientation.  Great to have you on board. Let's care for tomorrow.  "
Sr Data Scientist - LLM,YO IT CONSULTING,Morocco,"Python Data Scientist/Analyst  Experience: 4 - 20 Years  Location: - Anywhere in the World - Permanent Remote  Contract Duration:  6-12 months  Work Hours: 5 hours overlap with PST time zone  Standard work hours are 8 AM PST - 4 PM PST.  Must-Have  Bachelor’s/Master’s degree in Engineering, Computer Science (or equivalent experience) At least 4 years of relevant experience as a data scientist 3+ years of data analysis experience and a desire to have a significant impact on the field of artificial intelligence 4+ years of experience working with Python programming.Fluent in conversational and written English communication skills.  Job Description  We are actively seeking talented Data Scientists & Analysts proficient in Python to join our ambitious team dedicated to pushing the frontiers of AI technology. This opportunity is tailored for professionals who thrive on developing innovative solutions and aspire to be at the forefront of AI advancements. You will work with companies in the US looking to develop cutting-edge commercial and research AI solutions.  Job Responsibilities  Write effective Python code to tackle complex issues, but also use your business sense and analytical abilities to glean valuable insights from public databases Communicate clearly with researchers and help the organization in realizing its objectives Clearly express the reasoning and logic when writing code in Jupyter notebooks, or other suitable mediums Fix bugs in the code and create thorough documentation Utilize extensive data analysis skills to develop and respond to important business queries using available datasets (such as those from Kaggle, the UN, the US government, etc.) Effectively communicate with the researchers to comprehend the needs and provide the results  Job Requirements  Bachelor’s/Master’s degree in Engineering, Computer Science (or equivalent experience) At least 4 years of relevant experience as a data scientist 3+ years of data analysis experience and a desire to have a significant impact on the field of artificial intelligence 4+ years of experience working with Python programming Strong data analytic abilities and business sense are required to draw the appropriate conclusions from the dataset, respond to those conclusions, and clearly convey the key findings Excellent problem-solving and analytical skills Excellent communication abilities to work with stakeholders and researchers successfully Fluent in conversational and written English communication skills   Skills: conversational english communication skills,stakeholder communication,english communication,bachelor’s/master’s degree in engineering,ai technology,programming,written communication,spoken communication,problem-solving,business sense,python code writing,data analyst,excellent communication abilities,documentation,python,english communication skills,analytical skills,artificial intelligence,python code,kaggle datasets,written english communication skills,analytical abilities,problem solving,data scientist,business queries,conversational english communication,data science,data,computer science,data analytics,data analytic abilities,communication abilities,problem-solving skills,data analysis,bug fixing,data analysis skills,extensive data analysis,communication,un datasets,written english communication,data analytic,communication skills,engineering,python programming,us government datasets,jupyter notebooks,stakeholder management"
"Local Researcher, MENA MELS",Tetra Tech,Morocco,"Management Systems International (MSI), a Tetra Tech Company, is a Washington, D.C. metro area management consultancy with a 40-year history of delivering results for our clients. Our expertise is in the fields of monitoring and evaluation; democracy and governance; peace and stability; rule of law and accountability; education; gender and inclusion; strategic communications; and leadership and organizational development. MSI has implemented projects in 90 countries around the world such as Colombia, Indonesia, Jordan, Kenya, Mexico, Nigeria, Pakistan, Syria and Ukraine, and works domestically. We support clients ranging from the U.S. Government (e.g., the U.S. Agency for International Development, U.S. Department of Defense, U.S. Departments of State and Labor, and the Millennium Challenge Corporation) to large bilateral and multilateral donors (e.g., the World Bank and the United Nations Development Program). We also work with national and local governments, nongovernmental organizations (NGOs), think tanks, foundations and universities. For more information, please visit our website at www.msiworldwide.com.  Project Summary  The Middle East and North Africa Monitoring, Evaluation, and Learning Services (MENA MELS) Activity delivers high-quality technical support for monitoring, evaluation, and learning to the Middle East Bureau, its ten field missions, operating units, and implementing partners. Project services include monitoring systems, evaluations, assessments and research; analysis and synthesis; learning and utilization; and MEL capacity building and training. Additional information on the MENA MELS Project is available here . Under MENA MELS, the MSI team will conduct an evaluation of the USAID/Morocco Inclusive Socio-Economic Development Beni Mellal-Khenifra (ISED-BMK) and Marrakech-Safi (ISED-MS) projects. Both activities work to improve sub-national participatory governance and to increase inclusive economic growth opportunities and livelihoods, especially for women, youth, people with disabilities, and rural residents. The purpose of the evaluation is to assess the effectiveness of the innovative approach taken by the ISED activities in integrating economic growth and democracy and governance programming as a development catalyst.  Please note: Only Moroccan citizens are eligible for this position**   Position Summary  The Local Researcher will support the Team Lead and other team members in carrying out all necessary tasks to complete the ISED evaluation. The Local Researcher will support the team in data collection planning and conducting data collection in-person. This role will be expected to participate in the team planning workshop, schedule interviews and group discussions with program participants, conduct interviews, take and translate notes during data collection, and support overall planning/logistics when appropriate. The Local Researcher may also contribute to reviewing literature and drafting sections of the evaluation report. The period of performance is on/about January – June 2025.  Responsibilities   Participate in data collection and training of teams going to the field.  Support fieldwork planning including ensuring that data collection instruments are translated and finalized.  Prepare daily itineraries for data collection team including coordinating logistics for the team.  Participate in data collection, including taking extensive notes during primary data collection and/or conducting key informant interviews and focus group discussions.  Review data quality on ongoing basis and work with the Team Lead and Subject Matter Expert (SME) to improve the data collection, coordinating closely with the evaluation team through regular check-ins.  Perform related duties to support the evaluation team during data collection, as required and assigned.   Qualifications   Bachelor’s degree in social sciences, international development, business, or related field required.  Minimum three years of experience in data collection required.  Experience working with USAID is preferred.  Ability to work well as part of a team, with strong interpersonal and communication skills is required.  Ability to communicate technical information clearly and effectively with professionals required.  Ability to travel in various areas of Morocco.  Strong organizational, time management, qualitative and analytical skills required.  Proficiency in using Microsoft Office including Word, Excel, and Teams or other video/voice calling software required.  Oral and written proficiency in English and Arabic required. Oral and written proficiency in French preferred.   MSI is an equal opportunity employer that values diversity and inclusion. We strive to develop and maintain a culture that honors the perspectives and identities of our employees, our communities and those impacted by our work.  We do not discriminate on the basis of any protected attribute, including race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, marital or veteran status, pregnancy or disability, or any other basis protected under applicable law. In accordance with applicable law, we make reasonable accommodations for applicants’ and employees’ religious practices and beliefs, as well as any mental health or physical disability needs.  MSI is an Equal Opportunity Employer/Affirmative Action/Americans with Disabilities/Veterans Employer.  Reasonable Accommodations  MSI is dedicated to hiring an inclusive workforce. If you would like to request reasonable accommodations during the application process, please visit Tetra Tech’s Disability Assistance Page . Our recruitment team looks forward to engaging in an interactive process to provide reasonable accommodations for candidates.  Only candidates who have been selected for an interview will be contacted. No phone calls, please.  Project opportunity  Economic Growth (International Development)   Monitoring, Evaluation, and Learning (International Development)   Additional Information   Organization: 216 MSI"
Analyste Data et Automatisation,Expleo Group,"Tangier, Tanger-Tetouan-Al Hoceima, Morocco","En savoir plus   Le Groupe EXPLEO s’appuie sur 19000 collaborateurs hautement qualifiés qui fournissent des solutions à forte valeur ajoutée dans 30 pays. Expleo vous aide à réaliser vos ambitions et à assurer, ensemble, votre avenir. Nous vous offrons un mélange unique de réflexion audacieuse et d’exécution fiable, pour accélérer l’innovation à travers chaque étape de votre chaîne de valeur.  Au-delà de rejoindre une entreprise, c’est donc une aventure humaine que nous vous proposons de VIVRE !!   Mission   Analyse et extraction de données :Création de requêtes SQL via GCP BigQuery pour extraire des données spécifiques.Analyse approfondie des données et production de résultats à l’aide de Python (Pandas) via Jupyter Notebook.Automatisation des processus :Automatisation des tâches répétitives et collecte des données via Selenium.Création d’interfaces interactives pour importer des fichiers CSV (via Streamlit).Visualisation et reporting :Conception de tableaux de bord dynamiques dans Looker Studio pour visualiser des données préalablement sélectionnées.Vérification croisée des données à l’aide de TCD (Tableaux Croisés Dynamiques) dans Excel.Vérification des VINs dans les campagnes via V-Research et création de formules Excel pour des calculs simples.Support et gestion de projets :Support à l’équipe CVB pour la gestion des incidents et des développements via la création de tickets JIRA.Collaboration avec les parties prenantes pour s’assurer que les solutions développées répondent aux attentes.Documentation et formation :Rédaction de spécifications fonctionnelles et de manuels d’utilisation pour les applications développées.""  Qualifications  Maîtrise de SQL, particulièrement sur GCP BigQuery. Expertise en Python (notamment avec Pandas) et utilisation de Jupyter Notebook.Expérience avec des outils d’automatisation tels que Selenium et Streamlit.Compétences avancées en création de tableaux de bord via Looker Studio.Bonne maîtrise d’Excel, y compris les Tableaux Croisés Dynamiques et la rédaction de formules simples.Connaissance des outils de gestion des tickets, tels que JIRA.Capacité à rédiger une documentation claire et structurée."
Data Scientist/ML Engineer,AudaCity Capital Management,Morocco,"AudaCity Capital is a progressive and flourishing prop trading firm, and trading education provider. We are based in London, and at the moment have a team of highly trained properly trading professionals, managing the company’s extensive funds on our City of London based trading floor.We believe that the only way to be a winner in our industry is to invest heavily in talented people who want to grow with us. We are seeking like-minded professionals to develop their skills and enable them to join our team.We trade on all major asset classes on multiple exchanges with our own capital and do not handle any client funds or have customers. By becoming a member of the team, you become part of our success. We are market leaders because we have always had an internal vision to promote a strong entrepreneurial working culture.Our mission statement is to mix a strong base of intellectual capital with state-of-the-art technology, to build for the future. Our trading has a unique combination of skills, talent, and industry-leading software, which has been produced in-house by the company development department.Strict, Prudent Risk ManagementYou can have guts, but not glory, if you don’t back your trading moves with proper management practices. That’s why we treat risk management with the utmost seriousness …  The Role  You Will Be Responsible For  Developing scripts to process structured and unstructured data.Recommending, developing and implementing ways to improve data reliability, efficiency and quality.Supporting translation of data business needs into technical system requirements.Working with stakeholders to understand needs in order with respect to data structure, availability, scalability and accessibility.Defining, developing and maintaining reports to support decision making.Processing & Interpreting data to get actionable insights.Working closely with business users to understand their data analysis needs/requirements.Developing high-quality code to build and deploy machine learning models.Identifying trends, doing follow-up analysis, preparing visualizations.  Ideal Profile  You possess a degree in Computer Science, Applied Mathematics, Engineering or related field.You have at least 3 years experience, ideally within a Data Analyst or Data Engineer role.Demonstrated experience working with large and complex data sets as well as experience analyzing volumes of data.You have good presentation and communication skills and the ability to present you findings clearly and accessibly in the form of reports and presentations to senior colleagues.You have working knowledge of Artificial intelligenceYou are highly goal driven and work well in fast paced environmentsYou possess strong analytical skills and are comfortable dealing with numerical dataYou enjoy finding creative solutions to problems  What's on Offer?  Work within a company with a solid track record of successLeadership RoleFlexible working options"
Data Scientist,Société Générale Maroc,"Mechouar, Casablanca-Settat, Morocco","Référence 240001ZX   Vos missions au quotidien   Prendre en charge la conception, le développement et l'amélioration de modèles analytiques permettant de créer de la valeur ajoutée pour les métiers et d'aider la banque dans ses prises de décision Développer des use cases de bout en bout, en collaboration avec la Digital Factory ainsi que les lignes métiers Concevoir et développer les modèles de machine learning et de data mining nécessaires à la livraison de la solution définie par l’équipe projet Faire évoluer les modélisations et améliorer l'efficacité des modèles conçus tenant compte des retours des métiers ainsi que des résultats terrains obtenus Récupérer et analyser les données pertinentes liées au processus de production de l’entreprise, à la vente ou encore liées aux données client et ce afin d'apporter une information décisionnelle Construire des algorithmes permettant d’améliorer les résultats de recherches et de ciblage Élaborer des modèles prédictifs afin d’anticiper l’évolution des données et tendances relatives à l’activité de l’entreprise Modéliser les résultats d'analyse des données et les présenter avec des recommandations et des plans d'actions exploitables par les managers métier   Et si c’était vous ?   Bac+5Diplôme d'ingénieur ou Diplôme en mathématiques, statistiques, économétrie5 ans minimumExpérience dans le développement et l’application de modèles prédictifs   Pourquoi nous choisir ?   SG Maroc   Diversité et inclusion   Nous sommes un employeur garantissant l'égalité des chances et nous sommes fiers de faire de la diversité une force pour notre entreprise. Le groupe s’engage à reconnaître et à promouvoir tous les talents, quels que soient leurs croyances, âge, handicap, origine ethnique, nationalité, appartenance à une organisation politique, religieuse, syndicale ou à une minorité, ou toute autre caractéristique qui pourrait faire l’objet d’une discrimination."
North African Arabic Audio Data Contributor,TransPerfect,"Fez, Fès-Meknès, Morocco","Project Location: RemoteTask duration: approximately 90 minsEngagement Model: One-time task, task-based DataForce by TransPerfect is looking for parents/guardians with children between the ages of 7 to 17 to participate in our Zaatar Speech Collection project for native North African Arabic adults and children. Task Description: The purpose of this project is to improve the functionality of North African Arabic voice recognition technologies used in educational platforms. For this project, we are looking for North African Arabic families with children between 7 to 17 years of age. Each child will need to record a series of sentences in North African Arabic, using our mobile application, DataForce Contribute. The parents/legal guardians will be provided with the project guidelines, the scripts that need to be read, and instructions on how to download and use our app. Eligibility: To participate your children should meet the following qualifying criteria:- Be 7 to 17 years old.- Native North African Arabic Speaker- The parent/legal guardian of the child(ren) needs to register the child(ren), sign the Parental Consent Form, and have a smartphone device to download our app and use it for recording. Note that we are running this project for all North African Arabic accents, kindly check our website for the rest of the accents needed. You can also write to DataForce.Sourcing@transperfect.com if you want to get the registration link(s) for other Arabic accents. Compensation - Children aged 7 to 12 yearsThere will be 3 sessions to be recorded, each session will take up to 30 minutes and it will be compensated with $15 USD.- Children aged 13 to 17 yearsThere will be 3 sessions to be recorded, each session will take up to 30 minutes and it will be compensated with $15 USD.- Adults :  $27 USD. If you have any questions or concerns, please don't hesitate to reach out to us at: DataForce.Sourcing@transperfect.com  DataForce by TransPerfect is part of the TransPerfect family of companies, the world’s largest provider of language and technology solutions for global business, with offices in more than 100 cities worldwide.We offer high-quality data for Human-Machine Interaction to some of the most prestigious technology companies in the world. Our division focuses on gathering, enriching, and processing data for Machine Learning in different AI domains.To learn more about DataForce please visit us at https://www.transperfect.com/dataforce"
Data Scientist,Attijariwafa bank,"Mechouar, Casablanca-Settat, Morocco","Attijariwafa bank est le premier groupe bancaire et financier du Maghreb et un acteur financier de référence en Afrique. En plus de l’activité bancaire, le Groupe opère, à travers des filiales spécialisées, dans tous les métiers financiers : assurance, crédit immobilier, crédit à la consommation, leasing, gestion d’actifs, intermédiation boursière, conseil, location longue durée, factoring… Attijariwafa bank est basée au Maroc et opère dans 25 pays. Avec 20 602 collaborateurs, le groupe Attijariwafa bank compte 10,2 millions de clients. Il dispose du réseau de distribution le plus large au Maroc et le plus dense en Afrique avec 5 265 agences.  Dans le cadre de notre développement, nous sommes à la recherche d’un Senior Data Scientist confirmé pour rejoindre l’équipe Data, une équipe dynamique et en pleine croissance au sein de notre IA Center.  Le rôle du Data Scientist s’articulera autour du développement des algorithmes d’intelligence artificielle, basés sur des techniques analytiques avancées et des modèles d’apprentissage automatique.   Vos missions :    Comprendre les besoins analytiques des collaborateurs de la banque et savoir les traduire en solutions basées sur l’algorithmique avancée et l’intelligence artificielle et tenant compte du potentiel retour sur investissement Concevoir, implémenter et superviser les solutions d’IA de la banque tout en suivant une méthodologie scientifique rigoureuse et en assurant une qualité technique élevée Travailler au sein d’équipes agiles afin d’apporter une valeur business mesurable par votre travail. Documenter votre démarche tout au long de la réalisation de sorte à permettre à l’équipe projet d’assurer un suivi efficaceMaintenir un catalogue des assets data disponibles et assurer une bonne compréhension technique et fonctionnelle de données diverses et volumineuses Participer activement aux efforts d’assainissement des données de la banque en relevant les anomalies présentes au sein des assets data et les communiquer aux équipes concernées Présenter ses résultats sous une forme synthétisée et claire de sorte à communiquer la valeur business générée à une audience diversifiée  Profil recherché :   Vous êtes diplômé(e) en Master ou école d'ingénieur spécialisée en statistiques, technologies data ou mathématiques Vous avez au moins 3 ans d'expérience dans la mise en production de solutions logicielles basées sur les algorithmes d’intelligence artificielle Vous êtes capable de traduire un besoin métier en hypothèses statistiques et les tester à partir d'ensemble de données brutes Vous maîtrisez les techniques de visualisation et d’analyse exploratoire de données pour la génération d’insights à forte valeur ajoutée à partir de données traitées Vous avez une très bonne connaissance de l’écosystème Big Data et une capacité à naviguer dans des environnements complexes de manière organisée et documentée Vous avez une très bonne connaissance des modèles de données et une capacité à maintenir une compréhension technique et fonctionnelle de données diverses Excellentes capacités de communication professionnelle, souci d’inscrire son travail personnel dans un collectif efficace et productif"
Data Analyst,AFRICAWORK,"Rabat, Rabat-Salé-Kénitra, Morocco","We are recruiting for our client, a multinational IT consulting firm (ESN), a DATA ANALYST based in Rabat or Casablanca. Overview:The role involves extracting insights from diverse data sources and contributing to decision-making across multiple domains. The ideal candidate will possess strong skills in data analysis, visualization, and storytelling, coupled with a solid understanding of business processes and technical tools. Success in this role requires flexibility, problem-solving abilities, and the capacity to work with cross-functional teams to address a variety of business challenges. Requirements:4+ years of experience in data analysis across multiple domains.Proficiency in data analysis tools and programming languages (Python, R, SQL).Expertise in data visualization tools (Tableau, Power BI, Qlik).Familiarity with databases and data manipulation (SQL, MySQL, PostgreSQL).Strong analytical thinking and problem-solving skills.Excellent communication and storytelling abilities to effectively convey insights.Flexibility to adapt to varying business needs and shifting priorities. Nice-to-Have:Knowledge of machine learning and predictive modeling.Experience with cloud platforms such as AWS, Azure, or GCP.Understanding of data governance and compliance frameworks. Key Responsibilities:Data Collection and Preparation:Gather, clean, and process structured and unstructured data from multiple sources.Ensure data quality, consistency, and integrity for accurate analysis.Data Analysis:Perform exploratory data analysis to uncover trends, patterns, and anomalies.Conduct statistical and predictive analyses to support strategic decision-making.Data Visualization and Reporting:Develop dashboards and reports using tools like Power BI, Tableau, or Excel.Present insights clearly and in an actionable manner to stakeholders.Cross-Functional Collaboration:Work closely with business units to understand requirements and translate them into analytical solutions.Collaborate with technical teams (e.g., Data Engineers, Data Scientists) to ensure seamless data integration.Problem-Solving:Tackle a variety of business challenges using data-driven approaches.Provide ad hoc analyses and support projects across different departments."
Data Analyst,1inch Labs,EMEA,"We are seeking a skilled Data Analyst to join our Portfolio Team. In this role, you will take ownership of analyzing DeFi protocols and building data pipelines that convert raw blockchain data into precise portfolio valuation and profit and loss (PnL) insights for various timeframes. You will delve into the mechanics of protocols like UniswapV3, Pendle, GMX, and more enabling our team to calculate the PnL. Key Responsibilities:Analyze, and integrate DeFi protocols such as UniswapV3, Pendle, GMX, and othersDesign, build, and maintain efficient data pipelines that transform blockchain data into structured datasets stored in ClickHouseImplement SQL queries optimized for fast data retrieval and complex analysis, ensuring accurate crypto asset valuationCollaborate with team members to ensure data accuracy and consistencyStay up-to-date with the latest developments in the DeFi space and blockchain technologies Requirements:Experience with Python, focusing on data analysis and data engineeringProficiency in SQL, especially with ClickHouseStrong analytical and problem-solving skillsExperience working with blockchain and DeFi protocols such as Uniswap V3, AAVE, PendleAbility to work independently and in a team environmentDegree in a STEM field (Science, Technology, Engineering, or Mathematics) Terms:Remote work, flexible hours (our team is distributed around the world)Young creative team, vibrant environment, and adequate leadershipSuggestions welcome: propose an idea and execute itCompetitive remuneration based on a candidate's skills and experienceWork for a leader in its segmentUnlimited vacation days per yearCompensation for work equipmentAnnual team building event at an international resort"
